,ID,Customer_id,Interaction,UID,zip,Lat,Lng,City,State,Population,County,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,fav_color,Credit_card,Churn,Gender,SeniorCitizen,Contract,Partner,Depend,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,TotalCharge,item1,item2,item3,item4,item5,item6,item7,item8 
5016,5016,X460286,57f2635d-5ca0-4014-b19a-27e1d71a6c30,2e7874e29105232922fee26bd2fbb78d,49004,42.35182,-85.56207,Kalamazoo,MI,16374,Kalamazoo,Suburban,America/Detroit,"Radiographer, therapeutic",0,61,"Some College, 1 or More Years, No Degree",Unemployed,62872.89,Separated,CornflowerBlue,VISA 16 digit,No,Female,No,Month-to-month,No,Yes,None,1,No,No,No,Yes,NA,No,Yes,Yes,Credit Card (automatic),63.14573525,121.7370192,5594.982272,3,3,4,4,3,2,4,2
5017,5017,D217513,894b46d9-1bbd-43a1-9889-96bcb60f62bd,14446fc72914d16aeb8cec45422d496c,40372,37.90781,-84.88266,Salvisa,KY,2090,Mercer,Suburban,America/New_York,"Psychologist, occupational",3,46,Nursery School to 8th Grade,Full Time,13509.35,Never Married,PowderBlue,JCB 16 digit,Yes,Male,No,One year,No,No,None,1,Yes,Yes,Yes,No,0,Yes,No,Yes,Mailed Check,55.11148341,91.03947157,5066.783021,2,2,1,4,1,2,5,2
5018,5018,G551745,4ed38978-5fe0-4443-b5a8-197868fba733,a2de113424b5a2844b2eb71ecd486440,93314,35.38792,-119.23633,Bakersfield,CA,28590,Kern,Urban,America/Los_Angeles,Armed forces training and education officer,0,79,Nursery School to 8th Grade,Full Time,8841.61,Never Married,SeaShell,American Express,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,Yes,No,No,1,Yes,Yes,No,Bank Transfer(automatic),66.5041248,107.6525796,7127.935826,4,3,3,1,3,2,2,2
5019,5019,O12840,232a503c-2fba-4c5e-9b2b-12e6e48a67ab,13d8a4ef3f5c344bbaa0804be4b662c6,97473,43.67797,-123.87375,Scottsburg,OR,309,Douglas,Rural,America/Los_Angeles,"Education officer, environmental",0,25,Regular High School Diploma,Full Time,36653.15,Separated,BlanchedAlmond,VISA 13 digit,Yes,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,No,Yes,Yes,Yes,1,Yes,Yes,No,Bank Transfer(automatic),NA,101.0569926,6690.586938,3,3,3,3,1,1,4,3
5020,5020,V228516,3933ceed-e7f2-4298-8553-37735da05da2,6883ccf9bd17971cd44d70ee98db7561,67675,39.44077,-99.10002,Woodston,KS,160,Rooks,Urban,America/Chicago,Aeronautical engineer,4,33,Associate's Degree,Full Time,9696.11,Divorced,BlanchedAlmond,Discover,Yes,Female,No,Month-to-month,No,No,DSL,1,No,No,No,No,1,No,No,Yes,Credit Card (automatic),NA,95.03767056,5650.20923,3,3,3,1,3,2,2,2
5021,5021,O467624,ce6c523a-6d34-4afc-8f17-4d799b3cb786,b47620d7c34817a6f2a3933a839ca0b0,28461,33.96625,-78.03633,Southport,NC,19897,Brunswick,Urban,America/New_York,Maintenance engineer,0,20,Regular High School Diploma,Full Time,21835.91,Divorced,Beige,Voyager,Yes,Male,No,One year,No,No,DSL,1,No,No,No,No,0,No,Yes,Yes,Bank Transfer(automatic),65.57643437,97.45205847,6332.050083,0,0,1,1,2,2,2,3
5022,5022,L139786,5dad25ba-cf62-4ff1-91ae-dda4a0760ac7,d18104740c3e22086e574c5b3101f156,36850,32.78588,-85.65685,Camp Hill,AL,2654,Tallapoosa,Rural,America/Chicago,Museum/gallery exhibitions officer,1,26,GED or Alternative Credential,Unemployed,52565.77,Never Married,Indigo,Diners Club / Carte Blanche,Yes,Female,No,Month-to-month,No,Yes,DSL,1,No,No,Yes,No,0,No,Yes,Yes,Bank Transfer(automatic),NA,99.99794863,7116.070396,3,3,2,3,3,3,4,1
5023,5023,H978429,14e8ff43-f351-4b49-abab-565206b01e00,3e0ff2a19f64b3626078d3a09ea7ba83,59634,46.46896,-111.97465,Clancy,MT,5431,Jefferson,Suburban,America/Denver,"Programmer, applications",3,59,"Some College, Less than 1 Year",Part Time,65307.03,Separated,DarkOliveGreen,VISA 16 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,Yes,No,No,No,0,No,Yes,No,Bank Transfer(automatic),68.77290393,101.0378042,6878.750941,4,3,3,5,2,5,4,2
5024,5024,A546615,34ff506f-4dba-427c-959e-906f5776ad7d,e9fe6fa5cc75711aeaaa0c778827961e,11753,40.78996,-73.54011,Jericho,NY,12596,Nassau,Rural,America/New_York,Music tutor,3,82,GED or Alternative Credential,Full Time,14642.97,Never Married,Linen,American Express,Yes,Male,Yes,One year,Yes,No,None,1,No,Yes,No,Yes,0,No,Yes,No,Mailed Check,56.63931078,91.40462077,5082.872917,2,4,2,4,3,4,3,3
5025,5025,R974706,3c985db8-d02b-4278-ac97-e2a18d6a9e05,844bfcbde5de586cd2a9a3d3e0ade073,16211,40.7945,-79.20253,Beyer,PA,126,Indiana,Rural,America/New_York,Sports development officer,0,76,Associate's Degree,Unemployed,71674.54,Divorced,DeepSkyBlue,VISA 16 digit,Yes,Male,No,One year,No,No,Fiber Optic,1,Yes,No,No,No,0,Yes,Yes,No,Credit Card (automatic),56.30647238,92.47218083,5177.508811,3,4,1,2,3,3,3,2
5026,5026,N823455,7c0b3cbd-64de-474f-b70e-2c7cd8d93502,bf175495fcb93df5b529ca52d1d3ca58,36005,31.88607,-85.72077,Banks,AL,1640,Pike,Suburban,America/Chicago,"Engineer, control and instrumentation",2,39,GED or Alternative Credential,Full Time,54889.7,Never Married,PapayaWhip,Diners Club / Carte Blanche,Yes,Female,No,One year,No,No,Fiber Optic,1,No,No,Yes,No,0,Yes,No,No,Electronic Check,60.14645339,87.36344291,5295.994989,3,3,3,2,2,4,3,2
5027,5027,G451927,093966d0-249f-4c80-b988-0d704311dce9,44b908d435d88fcf53795c42f57defd0,93238,35.8023,-118.44218,Kernville,CA,1015,Kern,Rural,America/Los_Angeles,"Administrator, Civil Service",0,81,Nursery School to 8th Grade,Full Time,13390.02,Separated,MidnightBlue,JCB 15 digit,Yes,Male,No,One year,Yes,No,Fiber Optic,1,No,No,No,Yes,0,No,Yes,Yes,Mailed Check,45.486797,88.20844046,4074.103388,1,3,1,3,3,3,1,4
5028,5028,L295115,5bbad6e5-dd82-440c-8ce2-5841dce615db,c1136c911d872a93483743306d2d3395,36069,32.09518,-86.15237,Ramer,AL,1939,Montgomery,Urban,America/Chicago,Investment analyst,4,30,"Some College, 1 or More Years, No Degree",Retired,96655.2,Widowed,Crimson,Voyager,Yes,Male,No,Month-to-month,Yes,No,None,0,No,Yes,Yes,No,0,No,Yes,Yes,Bank Transfer(automatic),NA,89.05524561,4925.328005,3,2,4,3,3,2,2,2
5029,5029,C924454,1aab8e8b-baa6-4d25-be5b-343a1ae75948,a4909d78bc64239e7d1860ae4deff1c6,73503,34.67862,-98.49712,Fort Sill,OK,10882,Comanche,Suburban,America/Chicago,Freight forwarder,4,64,Bachelor's Degree,Full Time,12732.98,Never Married,PaleGreen,Voyager,Yes,Female,No,Month-to-month,No,Yes,Fiber Optic,1,No,Yes,Yes,Yes,1,No,Yes,Yes,Mailed Check,64.71488264,129.4137459,6253.371632,5,4,4,3,0,4,3,4
5030,5030,P228431,89dfac13-bff3-4859-9d54-e61d2fe7bf24,95ccdc2f3cd700ad8c996054853392f1,29058,34.56391,-80.73586,Heath Springs,SC,4671,Lancaster,Suburban,America/New_York,Television floor manager,7,82,Master's Degree,Full Time,11687.59,Divorced,OliveDrab,Maestro,Yes,Male,No,Two Year,No,No,DSL,1,Yes,No,Yes,No,NA,No,Yes,No,Mailed Check,66.77923676,105.0788867,7036.485069,2,2,3,3,2,3,2,1
5031,5031,Y581185,ff1e9786-7778-46f4-98b0-23c0303c4dab,0489b3b31099a2f403e966f8d1f48fe9,69146,41.34413,-101.81758,Lemoyne,NE,293,Keith,Urban,America/Denver,Administrator,9,40,Master's Degree,Full Time,29242.68,Widowed,Chartreuse,Maestro,Yes,Female,No,Month-to-month,Yes,No,DSL,1,No,No,Yes,No,NA,No,Yes,No,Mailed Check,42.19554776,101.8651828,4298.657334,2,3,0,2,3,4,3,2
5032,5032,U460441,1f53c42d-da4c-4b5e-b6bf-c1574a731f0e,6bcdda577dd62a0375226e64005dcc76,32413,30.31497,-85.9083,Panama City Beach,FL,14619,Bay,Rural,America/Chicago,Outdoor activities/education manager,1,41,Nursery School to 8th Grade,Full Time,14037.31,Married,AntiqueWhite,JCB 16 digit,Yes,Male,No,One year,Yes,No,None,NA,No,No,Yes,No,NA,No,Yes,No,Credit Card (automatic),NA,86.6996258,5780.101151,2,3,2,2,3,2,2,4
5033,5033,U783014,b3825629-5669-405f-b17c-c2183c541362,76889799317efc55a735b823c588fb90,14305,43.11961,-79.02227,Niagara Falls,NY,16683,Niagara,Suburban,America/Toronto,"Horticulturist, commercial",1,19,No Schooling Completed,Student,17625.5,Widowed,DodgerBlue,VISA 13 digit,Yes,Male,No,Two Year,Yes,No,Fiber Optic,NA,Yes,Yes,No,No,1,No,No,No,Mailed Check,71.70829514,121.050424,6200.692833,3,2,2,3,3,2,3,2
5034,5034,Q875708,3e6eac64-8be0-431b-8057-85ae1bb61750,5e32308e0e8b34e4424fd8dd74ceb303,45864,41.09936,-84.14086,Miller City,OH,168,Putnam,Suburban,America/New_York,Planning and development surveyor,0,40,Bachelor's Degree,Unemployed,15854.03,Separated,PaleGreen,VISA 16 digit,Yes,Male,No,Two Year,Yes,No,None,1,No,No,No,No,0,Yes,Yes,No,Bank Transfer(automatic),64.01205409,89.55368672,5747.153085,0,0,0,2,3,2,1,2
5035,5035,I818374,cc0b5680-5d14-45e5-84af-2053594f216d,5fa6a8c4e4c0a19f5a93f3d2b4dc7ad7,18925,40.28623,-75.05641,Furlong,PA,6691,Bucks,Urban,America/New_York,Health service manager,4,36,"9th Grade to 12th Grade, No Diploma",Full Time,28821.9,Never Married,Wheat,VISA 16 digit,Yes,Female,No,One year,No,No,DSL,1,No,No,No,Yes,1,Yes,Yes,Yes,Bank Transfer(automatic),64.97879802,108.1670987,6943.353076,3,3,4,4,4,3,4,4
5036,5036,H978832,8f7924d0-f410-48a3-9696-9e548a101d53,07fcdfd3dbeaae120e0a3d0a84333de0,71411,31.9049,-93.08994,Campti,LA,3184,Natchitoches,Rural,America/Chicago,Building services engineer,2,61,Regular High School Diploma,Unemployed,45186.74,Separated,FireBrick,JCB 15 digit,Yes,Male,No,Two Year,No,Yes,Fiber Optic,1,Yes,No,Yes,No,0,No,No,Yes,Electronic Check,71.10599746,84.7970361,5995.586271,1,1,2,2,4,2,3,2
5037,5037,P433050,c0fe4a53-78a0-4e8c-8500-f5e649a098da,fbbd5b93a50e1f87b4fc2c04329f12b6,16652,40.51473,-77.95686,Huntingdon,PA,18181,Huntingdon,Urban,America/New_York,Heritage manager,1,21,Professional School Degree,Full Time,36031.98,Widowed,Wheat,Maestro,Yes,Male,No,Two Year,No,No,DSL,1,No,Yes,Yes,Yes,1,No,Yes,No,Mailed Check,62.48639243,109.0167102,6699.110269,3,1,2,3,2,4,3,3
5038,5038,V507469,2265145c-0523-402f-9300-b9867f33d8f1,7aedb69733262f0af91ce47cc4c5f66e,52163,43.21975,-92.10312,Protivin,IA,308,Howard,Rural,America/Chicago,Regulatory affairs officer,1,37,GED or Alternative Credential,Full Time,7537.71,Never Married,PaleTurquoise,Discover,Yes,Female,Yes,Two Year,Yes,No,None,1,Yes,Yes,Yes,Yes,1,No,Yes,Yes,Mailed Check,48.57163421,97.49890534,4777.189897,3,3,4,2,4,3,2,2
5039,5039,L406991,a0d745e1-22b2-4c45-b6a7-d58a01df7628,1c04ca4d7b98843e238fbd61bd9ba7f7,68628,41.22071,-97.83968,Clarks,NE,782,Merrick,Suburban,America/Chicago,Building services engineer,3,77,Regular High School Diploma,Full Time,82781.21,Married,Navy,Mastercard,No,Male,No,One year,No,No,Fiber Optic,1,Yes,Yes,No,Yes,1,No,Yes,No,Credit Card (automatic),NA,95.36245847,4348.864805,2,2,3,1,2,3,1,1
5040,5040,N704991,37a70b56-bf22-42a4-811c-ac059e1cc49e,df53e9e18d722e9cf811131eefd87b47,39170,32.11369,-90.33719,Terry,MS,10513,Hinds,Rural,America/Chicago,Public relations account executive,0,25,"9th Grade to 12th Grade, No Diploma",Full Time,100843.48,Married,DarkSeaGreen,VISA 13 digit,No,Male,No,Two Year,No,No,DSL,1,No,Yes,Yes,No,NA,Yes,Yes,No,Electronic Check,70.79968116,106.5770888,7705.975355,3,4,3,2,2,2,2,1
5041,5041,L294826,13b5909b-da24-4a3e-9982-e17e03862633,c1f252acac7082550e2545122aa22500,71341,31.06166,-92.16497,Hessmer,LA,3714,Avoyelles,Rural,America/Chicago,Museum/gallery exhibitions officer,1,20,Regular High School Diploma,Full Time,55572.5,Widowed,Fuchsia,VISA 16 digit,Yes,Male,No,One year,No,No,Fiber Optic,1,No,No,No,Yes,0,Yes,No,No,Bank Transfer(automatic),70.47897172,88.07021165,6212.598513,3,2,3,2,4,3,2,2
5042,5042,C761863,47ee1f33-ede2-4342-854e-ba9b477516c9,07df138aad88167adc796b2466c599fe,55060,44.05901,-93.2229,Owatonna,MN,29020,Steele,Rural,America/Chicago,"Pilot, airline",10,26,Regular High School Diploma,Full Time,51891.47,Never Married,LightBlue,Discover,Yes,Female,No,Two Year,No,No,Fiber Optic,NA,Yes,Yes,No,Yes,1,Yes,Yes,Yes,Bank Transfer(automatic),64.30623273,101.9584643,6458.067327,3,2,3,2,4,1,2,3
5043,5043,J234948,0aeece96-e061-4f35-b4c9-ca56f02c0a43,e6562fd53220cee9d6257b58f0ef8a97,30814,33.43567,-82.31151,Harlem,GA,8538,Columbia,Urban,America/New_York,Clinical molecular geneticist,4,82,"Some College, 1 or More Years, No Degree",Student,99062.02,Separated,LightSalmon,Voyager,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,No,No,Yes,Yes,1,Yes,No,Yes,Electronic Check,65.90362762,92.55356135,6136.78149,3,3,2,1,4,2,1,2
5044,5044,N59942,f02d266f-2300-494e-bacb-10e009cefc6c,922f500abea64f729a663b832fc76913,68067,42.15294,-96.48391,Walthill,NE,1245,Thurston,Rural,America/Chicago,Investment analyst,2,65,Bachelor's Degree,Full Time,18174.81,Divorced,DeepPink,Mastercard,Yes,Female,No,Two Year,Yes,No,Fiber Optic,1,Yes,Yes,No,Yes,0,Yes,Yes,Yes,Electronic Check,64.01652381,95.96529784,6213.80527,2,3,4,3,0,3,1,3
5045,5045,G367803,8f18de9d-8f8e-45e1-86e1-9564b204a2e4,f3ccff6f7253261d3806e9059f07235d,62289,38.59693,-89.75162,Summerfield,IL,351,St. Clair,Urban,America/Chicago,Charity officer,2,64,"9th Grade to 12th Grade, No Diploma",Retired,61567.91,Married,Linen,Voyager,Yes,Female,No,Month-to-month,No,Yes,None,1,Yes,Yes,No,Yes,0,No,No,No,Electronic Check,71.37292517,88.2515501,6262.544912,2,3,3,3,2,2,3,2
5046,5046,I529279,8c516b8d-aa44-4db7-95de-8b0d80f31274,e899f3a4ac0214aa79aeeb6aa3bea50f,29743,35.02554,-81.39883,Smyrna,SC,861,York,Urban,America/New_York,Publishing copy,0,85,Regular High School Diploma,Part Time,55639.97,Widowed,AntiqueWhite,Mastercard,Yes,Female,No,Month-to-month,Yes,No,Fiber Optic,1,No,No,No,No,0,Yes,Yes,Yes,Electronic Check,69.26832527,89.53870518,6209.256663,3,2,4,2,2,3,4,2
5047,5047,D62748,88e2bebe-bde0-4ff8-bce0-c3f018d8553c,65902b46729ab73fa80f552d0da62e08,95421,38.63035,-123.19319,Cazadero,CA,1681,Sonoma,Suburban,America/Los_Angeles,"Editor, commissioning",9,85,Doctorate Degree,Part Time,20295.02,Divorced,LightGray,JCB 16 digit,Yes,Male,No,Two Year,Yes,No,Fiber Optic,1,Yes,Yes,No,Yes,1,Yes,Yes,No,Electronic Check,56.36859854,99.76271148,5701.027784,3,3,2,2,4,3,2,3
5048,5048,F376729,1cef9a81-2714-4885-8c6a-16289e70db15,3dbd31b83314a94a364e60c1b8bc803d,53969,43.49391,-89.3043,Wyocena,WI,406,Columbia,Suburban,America/Chicago,Visual merchandiser,3,36,Nursery School to 8th Grade,Student,19231.85,Divorced,Gainsboro,American Express,Yes,Male,Yes,Two Year,No,Yes,Fiber Optic,1,No,No,Yes,Yes,0,Yes,Yes,Yes,Credit Card (automatic),67.47739435,94.07583898,6399.138613,1,3,2,2,2,1,1,1
5049,5049,A357267,5579937b-10d8-4b98-a5b9-12d6caad4c43,e67a1bf5f1819f3fdcd9d184c12acaff,13863,42.4485,-75.90865,Willet,NY,766,Cortland,Urban,America/New_York,"Psychologist, clinical",1,57,Nursery School to 8th Grade,Student,6544.89,Widowed,MidnightBlue,JCB 15 digit,Yes,Male,No,Month-to-month,Yes,No,None,1,Yes,No,No,Yes,1,No,Yes,Yes,Electronic Check,65.42940008,92.75198893,6045.28869,3,3,3,2,3,2,3,1
5050,5050,G324107,20baf084-a550-4b00-9bda-3a7cc8788344,d7f37e8e2d4806854df4e8d83b9db175,45778,39.34708,-81.89315,Stewart,OH,821,Athens,Rural,America/New_York,Pathologist,1,89,Bachelor's Degree,Student,28736.55,Widowed,ForestGreen,Maestro,No,Female,No,One year,Yes,Yes,Fiber Optic,1,No,Yes,No,No,0,Yes,No,Yes,Mailed Check,70.09214076,88.42946358,6122.875946,3,3,3,3,2,2,3,2
5051,5051,L97798,153e584b-0bd1-4b3d-86cd-899d45edb5ec,de11561b3106e2e403244f614c5dc11b,78376,27.41844,-98.51401,Realitos,TX,655,Duval,Rural,America/Chicago,Music tutor,1,78,Regular High School Diploma,Full Time,48382.17,Married,LightCoral,VISA 13 digit,Yes,Male,No,One year,No,No,DSL,0,Yes,No,Yes,No,0,No,No,No,Bank Transfer(automatic),61.78013568,97.51834348,6046.366362,1,0,1,2,1,4,3,2
5052,5052,B655777,9710e7fc-cea2-4b23-a63f-1ae74050b756,88b3391357e00fe8c5ab6e6813182079,32202,30.32503,-81.64802,Jacksonville,FL,6165,Duval,Suburban,America/New_York,Diagnostic radiographer,4,58,Regular High School Diploma,Full Time,8209.34,Never Married,Chartreuse,VISA 13 digit,Yes,Female,No,Month-to-month,No,No,Fiber Optic,0,No,No,No,Yes,1,No,No,Yes,Bank Transfer(automatic),66.59754659,83.65339232,5657.50027,3,3,2,2,2,3,3,2
5053,5053,M438418,e4570f56-7c9e-47f7-a1ce-ea1dc7ac8be4,1a5250e8b7c19c1118cd8e7689954882,99678,59.33282,-160.10847,Togiak,AK,768,Dillingham,Rural,America/Anchorage,Theatre director,1,55,Bachelor's Degree,Full Time,58687.01,Married,MediumTurquoise,Voyager,Yes,Female,No,Two Year,No,No,Fiber Optic,NA,No,No,No,Yes,1,No,Yes,Yes,Bank Transfer(automatic),65.15988671,89.07857176,5844.248428,2,3,3,3,0,4,3,3
5054,5054,F914859,503436cc-6450-4144-a960-c2cb4962efc3,45662d8f8bda4a24cb891494ee070da5,37892,36.55319,-84.3717,Winfield,TN,1973,Scott,Rural,America/New_York,Plant breeder/geneticist,1,63,"Some College, 1 or More Years, No Degree",Student,35175.09,Never Married,Gold,American Express,Yes,Female,Yes,Two Year,No,No,Fiber Optic,1,No,Yes,No,Yes,1,Yes,Yes,No,Electronic Check,71.53343226,98.10957131,7083.369451,3,2,1,2,4,3,2,3
5055,5055,I98721,8bf6ee8e-7747-47e5-9f84-aaf4e5c60043,ab6e04a6b932a977ffcf64618d3380a8,95943,39.58573,-122.03669,Glenn,CA,908,Glenn,Urban,America/Los_Angeles,Call centre manager,0,63,"9th Grade to 12th Grade, No Diploma",Full Time,35169.99,Separated,BlanchedAlmond,Voyager,Yes,Female,Yes,Month-to-month,No,Yes,DSL,1,Yes,No,Yes,Yes,0,Yes,No,No,Credit Card (automatic),NA,105.0302364,5849.244113,3,4,4,3,2,3,4,1
5056,5056,S237899,5fc8f991-f7e8-4250-a0b8-6417d31856ff,d1efbc1564de69b88194eba9e8cab216,79237,34.91338,-100.63785,Hedley,TX,403,Donley,Urban,America/Chicago,Health physicist,4,19,Associate's Degree,Part Time,49866.28,Separated,DarkGreen,VISA 13 digit,Yes,Female,No,One year,No,Yes,DSL,0,Yes,No,No,No,0,Yes,Yes,Yes,Electronic Check,69.87041124,106.0539753,7408.635137,4,3,4,2,2,2,1,2
5057,5057,U828465,7126b323-76de-46c9-9c14-26d470453f38,1e7cafebbb8d075b160d36bd5e4b06a1,29575,33.62846,-78.97347,Myrtle Beach,SC,18727,Horry,Rural,America/New_York,"Engineer, electrical",1,21,"9th Grade to 12th Grade, No Diploma",Full Time,21566.42,Separated,MediumTurquoise,Maestro,Yes,Male,No,Month-to-month,No,No,Fiber Optic,1,No,No,No,No,1,No,Yes,No,Electronic Check,62.92089702,85.41310409,5418.47638,3,2,2,2,2,4,4,2
5058,5058,Q366127,7ca63e20-33ce-4ed8-bb8e-f072aba3ad57,3575f7e75504787f178d10f767f6f3d5,52349,42.17238,-92.00561,Vinton,IA,7554,Benton,Suburban,America/Chicago,"Nurse, adult",1,42,Regular High School Diploma,Part Time,58565.59,Married,Purple,Diners Club / Carte Blanche,No,Male,No,One year,Yes,No,Fiber Optic,1,No,Yes,No,No,1,No,No,Yes,Mailed Check,60.56994564,84.86670454,5101.09776,2,3,2,2,3,2,3,1
5059,5059,D105234,36d1d8f2-ce23-45e1-9a61-bf8c752db911,477c764657e5e2f1006e98336c86cb14,12148,42.83448,-73.84742,Rexford,NY,4414,Saratoga,Urban,America/New_York,"Scientist, research (medical)",1,27,"Some College, 1 or More Years, No Degree",Unemployed,6150.29,Separated,DeepPink,Maestro,Yes,Male,No,Month-to-month,Yes,Yes,Fiber Optic,1,No,No,No,No,0,Yes,Yes,No,Mailed Check,71.66261216,90.11666574,6407.04716,3,3,4,4,2,3,5,3
5060,5060,P212521,b8f2c5c8-94ff-489f-ae4e-ac3202b0559f,d99a7900e0ffd2837f39ceedeb91d953,97114,45.1824,-123.07179,Dayton,OR,5092,Yamhill,Rural,America/Los_Angeles,Camera operator,3,80,No Schooling Completed,Part Time,20967.89,Divorced,PaleGoldenRod,Discover,Yes,Male,Yes,One year,No,No,Fiber Optic,NA,Yes,Yes,No,No,1,No,Yes,Yes,Electronic Check,62.4398734,94.59047273,5787.233834,3,3,4,1,4,0,2,2
5061,5061,O04397,2f56958c-4c80-47e9-87ff-bf46d274e9b7,db53c4080bec6d543db283f83f1d69b8,1009,42.20972,-72.33971,Bondsville,MA,249,Hampden,Urban,America/New_York,Contractor,1,24,GED or Alternative Credential,Retired,39715.39,Separated,LightSkyBlue,Discover,Yes,Female,Yes,One year,No,No,DSL,NA,No,No,No,No,1,No,Yes,No,Electronic Check,69.03413202,99.44880887,6965.325898,3,3,3,1,2,3,3,2
5062,5062,T697778,f357779c-3f52-4318-a880-5beee644ccf9,060aa1a6262ae8e8142fdae4d2dcb3a9,63457,40.16591,-91.70263,Monticello,MO,308,Lewis,Suburban,America/Chicago,Brewing technologist,0,57,Nursery School to 8th Grade,Full Time,18763.6,Never Married,MediumTurquoise,VISA 13 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,Yes,No,No,Yes,0,No,Yes,Yes,Credit Card (automatic),51.2081759,102.8595016,5131.200629,1,1,2,2,4,4,2,5
5063,5063,A169002,76640565-9232-4aa1-9142-a5513d5ae5bb,ad250741d9554cd99814b109b299d185,17040,40.3169,-77.31611,Landisburg,PA,2247,Perry,Urban,America/New_York,Personal assistant,4,18,Nursery School to 8th Grade,Full Time,15728.92,Divorced,DarkSlateGray,Discover,Yes,Male,No,Month-to-month,No,Yes,DSL,1,Yes,No,No,Yes,0,No,Yes,Yes,Mailed Check,NA,100.3930952,7057.53058,1,1,2,3,3,2,2,4
5064,5064,J751606,4c925b0c-ec65-4d8e-a2ca-0003dc2b28d8,8d9bd977597985a9d8450bd0c82b1557,68883,40.81264,-98.59113,Wood River,NE,2535,Hall,Urban,America/Chicago,Television camera operator,0,82,Associate's Degree,Full Time,29514.6,Never Married,DimGray,Maestro,Yes,Male,No,One year,No,Yes,None,1,No,No,No,Yes,0,Yes,No,No,Mailed Check,70.34007852,88.5275461,6145.11293,4,5,5,3,2,3,4,3
5065,5065,N28335,5f76c1de-d4b8-4b3d-a949-01145df1b366,970e0fb6f3217dd9a26f94315c3448b3,14020,42.99624,-78.21274,Batavia,NY,22642,Genesee,Rural,America/New_York,Therapeutic radiographer,3,52,"Some College, 1 or More Years, No Degree",Full Time,51386.9,Never Married,Lime,Diners Club / Carte Blanche,Yes,Male,Yes,Two Year,Yes,No,Fiber Optic,NA,No,No,No,Yes,0,No,Yes,No,Bank Transfer(automatic),69.21389661,85.93865239,6076.248634,3,3,2,2,3,3,4,2
5066,5066,E101429,266c1c4a-c075-44ab-b52c-d534f3425df1,75eee801d96c8032fccaaab991ca73e5,78389,28.24899,-97.6607,Skidmore,TX,1641,Bee,Suburban,America/Chicago,"Engineer, communications",3,45,Bachelor's Degree,Part Time,27037.94,Separated,AntiqueWhite,Mastercard,Yes,Male,No,Month-to-month,No,No,None,1,Yes,No,Yes,No,0,Yes,No,Yes,Bank Transfer(automatic),NA,91.45130963,5523.727899,2,2,2,3,1,2,2,2
5067,5067,I873687,f35b3736-90dd-40b2-8ea2-bddcbcc9cbee,8358beda96523a09841a6b73108cd596,49827,46.16915,-85.55772,Engadine,MI,947,Mackinac,Suburban,America/Detroit,"Research officer, government",3,43,"Some College, 1 or More Years, No Degree",Full Time,58501.4,Divorced,DarkBlue,Discover,Yes,Male,No,Month-to-month,Yes,No,DSL,1,Yes,No,No,Yes,1,Yes,Yes,No,Mailed Check,42.74671581,109.6404885,4736.197402,1,2,3,3,3,3,3,1
5068,5068,O431640,8d709719-6d8e-48b4-a110-25a1ffdace13,15ab8878789c6db8e41abde846d91747,70080,29.88514,-90.43404,Paradis,LA,1759,St. Charles,Suburban,America/Chicago,Clinical biochemist,0,47,Associate's Degree,Retired,33963.67,Widowed,GoldenRod,JCB 16 digit,No,Male,No,One year,Yes,No,Fiber Optic,1,Yes,No,Yes,Yes,1,Yes,Yes,Yes,Mailed Check,64.0956415,98.61741101,6465.953001,3,1,2,2,3,2,2,1
5069,5069,R284006,97093f4d-a9c1-4497-926a-d6293952329d,96f58933113848b7db409e03de7451c6,36786,32.43969,-87.48806,Uniontown,AL,2804,Perry,Suburban,America/Chicago,"Designer, television/film set",0,84,"9th Grade to 12th Grade, No Diploma",Part Time,108017.87,Separated,Olive,VISA 13 digit,Yes,Female,No,Month-to-month,No,No,DSL,1,No,Yes,No,No,0,Yes,Yes,Yes,Electronic Check,58.75446702,106.5401743,6116.315324,3,2,4,2,2,2,2,2
5070,5070,K545983,7679bba5-e37e-4744-b383-1a7c08dae7dc,f66449f09a8d87763f2cb603914aa352,75572,33.23153,-94.13216,Queen City,TX,4173,Cass,Suburban,America/Chicago,"Engineer, electrical",1,80,Master's Degree,Full Time,18633.53,Divorced,LightGreen,Mastercard,Yes,Male,No,Month-to-month,No,Yes,None,NA,No,No,No,No,0,Yes,No,Yes,Credit Card (automatic),70.3815311,86.32388925,6004.233565,3,4,1,1,4,3,1,1
